name,price,type,color,psu,side_panel,external_volume,internal_35_bays,image
Thermaltake View 170 ARGB,67.99,MicroATX Mini Tower,White,,Tempered Glass,35.0,1,https://cdna.pcpartpicker.com/static/forever/images/product/2f4f9691c180a9944c3676da2d0eced6.256p.jpg
Montech AIR 903 BASE,69.0,ATX Mid Tower,White,,Tempered Glass,54.2,2,https://m.media-amazon.com/images/I/51HK6wbkmnL.jpg
MSI MAG PANO 100R PZ,159.99,ATX Mid Tower,Black,,Tempered Glass,72.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/33c7930a05f4bd1706e2908d6e6ce1ec.256p.jpg
GAMDIAS TALOS E3 MESH,59.99,ATX Mid Tower,Black,,Tempered Glass,34.1,2,https://cdna.pcpartpicker.com/static/forever/images/product/5e077c6b1272ca2c11e4f7df6326370a.256p.jpg
Antec NX200M,92.97,MicroATX Mid Tower,Black,,Tempered Glass,,2,https://cdna.pcpartpicker.com/static/forever/images/product/b9f53fa6d3dedcf9f18c0cbf92d99cdf.256p.jpg
MSI MAG FORGE 320R AIRFLOW,,ATX Mid Tower,Black,,Tempered Glass,49.4,2,https://cdna.pcpartpicker.com/static/forever/images/product/03c70a3f991561dcce59b7fbe7f146bb.256p.jpg
Fractal Design Meshify 2,164.99,ATX Mid Tower,Black,,,61.7,6,https://cdna.pcpartpicker.com/static/forever/images/product/25e82e47cc7ef713af2f8e676d10c413.256p.jpg
Fractal Design Node 804,134.99,MicroATX Mid Tower,Black,,Acrylic,41.1,10,https://cdna.pcpartpicker.com/static/forever/images/product/9886185e66d27730b7d04cc2f26c232e.256p.jpg
Phanteks NV5 MKII,120.98,ATX Mid Tower,Black,,Tempered Glass,60.2,3,https://cdna.pcpartpicker.com/static/forever/images/product/bb057fd182d7e583b21a15de58be50cc.256p.jpg
Phanteks EVOLV X2,174.98,ATX Mid Tower,Black,,Tempered Glass,60.9,2,https://cdna.pcpartpicker.com/static/forever/images/product/ff22ad5c41d204e9aeba33ea73af0c2a.256p.jpg
NZXT H7 Flow RGB (2024),149.99,ATX Mid Tower,Black,,Tempered Glass,62.1,2,https://cdna.pcpartpicker.com/static/forever/images/product/b751cc2a71f197645f86433d3321a1dd.256p.jpg
Cooler Master MasterBox NR200,89.99,Mini ITX Desktop,White / Black,,,20.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/d31150b26d756cc5e2221e63f264e8d6.256p.jpg
HYTE Y40,129.99,ATX Mid Tower,Black,,Tempered Glass,49.7,1,https://cdna.pcpartpicker.com/static/forever/images/product/cb6d152b7ecc66262a7f50424834fae0.256p.jpg
Montech X5,75.0,ATX Mid Tower,Black,,Tempered Glass,51.6,2,https://cdna.pcpartpicker.com/static/forever/images/product/194bb19f86f9bc3969c42346a261f480.256p.jpg
HAVN HS420,229.99,ATX Mid Tower,Black,,Tempered Glass,76.8,5,https://cdna.pcpartpicker.com/static/forever/images/product/5fb0e9dfee15b197100837f58b1cef41.256p.jpg
Thermaltake Versa H18,54.99,MicroATX Mini Tower,Black,,Tempered Glass,30.4,2,https://m.media-amazon.com/images/I/51nzmaDQ5-L.jpg
Corsair iCUE 4000X RGB,144.99,ATX Mid Tower,Black,,Tempered Glass,48.6,2,https://cdna.pcpartpicker.com/static/forever/images/product/3a87f7d1da63e23f30f3e4bf032ae7c5.256p.jpg
Fractal Design Meshify 3,154.99,ATX Mid Tower,Black,,Tinted Tempered Glass,50.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/9b1e032da607ec35fc75b315bbd5652f.256p.jpg
Fractal Design North,154.97,ATX Mid Tower,White,,Mesh,45.1,2,https://cdna.pcpartpicker.com/static/forever/images/product/1977a3a3f6f1238d12ea2a555be4d7ce.256p.jpg
Thermaltake Core V1,53.68,Mini ITX Desktop,Black,,,22.4,2,https://cdna.pcpartpicker.com/static/forever/images/product/3dfe59fc1cc8fb54032c0cd279a003ad.256p.jpg
HYTE Y60 Snow White,179.99,ATX Mid Tower,White,,Tempered Glass,60.0,2,https://cdna.pcpartpicker.com/static/forever/images/product/057519c92f6acc11679400bd763c86f5.256p.jpg
Fractal Design Node 304,109.99,Mini ITX Tower,Black / White,,,19.5,6,https://cdna.pcpartpicker.com/static/forever/images/product/d4601be3b89341d6b9f38bdcea9a54c1.256p.jpg
Cooler Master MasterBox TD500 Mesh V2,107.89,ATX Mid Tower,,,Tempered Glass,52.4,2,https://cdna.pcpartpicker.com/static/forever/images/product/a504fae7c99570b6f3e6c9601d2e1a80.256p.jpg
Lian Li Lancool 207 Digital,104.99,ATX Mid Tower,Black,,Tempered Glass,45.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/1efda4d4b2c45a0a176bca7b6bef5145.256p.jpg
Corsair 6500X,199.99,ATX Mid Tower,Black,,Tempered Glass,78.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Deepcool MATREXX 40 3FS,,MicroATX Mini Tower,Black,,Tempered Glass,,2,https://cdna.pcpartpicker.com/static/forever/images/product/5921b1e072b530264f56e87c6a954f93.256p.jpg
Lian Li O11 Dynamic EVO,,ATX Mid Tower,Black,,Tinted Tempered Glass,60.8,6,https://cdna.pcpartpicker.com/static/forever/images/product/1ec7a3be51497aa3abf33c2afcdbf5d0.256p.jpg
MSI MAG PANO 100R PZ,159.99,ATX Mid Tower,White,,Tempered Glass,72.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/33c7930a05f4bd1706e2908d6e6ce1ec.256p.jpg
Montech X5M,56.0,MicroATX Mini Tower,White,,Tempered Glass,45.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/194bb19f86f9bc3969c42346a261f480.256p.jpg
Fractal Design Pop Mini Air,99.99,MicroATX Mid Tower,White,,Tempered Glass,36.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/6bd2cbaf780aea720a3b8a53d80ce635.256p.jpg
MSI MAG FORGE 120A AIRFLOW,,ATX Mid Tower,Black,,Tempered Glass,43.0,3,https://cdna.pcpartpicker.com/static/forever/images/product/093453953d770cfdd2b0818450bb6089.256p.jpg
DIYPC DIY-S07,43.97,ATX Mid Tower,Black,,Acrylic,27.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/3f560befd6a3c32b9ea32056f9bb2f9a.256p.jpg
Thermaltake Versa H17,49.99,MicroATX Mini Tower,Black,,,30.4,2,https://m.media-amazon.com/images/I/51nzmaDQ5-L.jpg
Jonsbo TK-0,129.99,Mini ITX Desktop,Black,,Tempered Glass,16.4,1,https://cdna.pcpartpicker.com/static/forever/images/product/07a4d430afa3fd6f8bf67791917722b2.256p.jpg
Aerocool CS-107 RGB,,MicroATX Mini Tower,Black,,Tempered Glass,23.7,1,https://cdna.pcpartpicker.com/static/forever/images/product/3e4f01a878c5af6c7178dd40518cbbce.256p.jpg
Deepcool CH370,,MicroATX Mid Tower,White,,Tempered Glass,38.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/5921b1e072b530264f56e87c6a954f93.256p.jpg
Thermaltake Versa H21,47.99,ATX Mid Tower,Black,,,42.8,3,https://m.media-amazon.com/images/I/51nzmaDQ5-L.jpg
Corsair 2500X,145.13,MicroATX Mini Tower,Black,,Tempered Glass,54.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/189e62900f9bc7e485321e6b8a2f0a6e.256p.jpg
Thermaltake View 270 Plus TG ARGB,89.99,ATX Mid Tower,White,,Tempered Glass,47.6,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e5614134f25613ad1680297287c0aea.256p.jpg
Lian Li PC-O11 Dynamic,,ATX Full Tower,White,,Tempered Glass,54.0,3,https://cdna.pcpartpicker.com/static/forever/images/product/580387945cfb3fe6bac9ef5844c2b55f.256p.jpg
HYTE Y70,219.99,ATX Mid Tower,Pink,,Tempered Glass,70.7,2,https://cdna.pcpartpicker.com/static/forever/images/product/48cf06b9156aa9e1b662b35af8eb2a3b.256p.jpg
Antec AX20,98.32,ATX Mid Tower,Black,,Tempered Glass,33.4,2,https://cdna.pcpartpicker.com/static/forever/images/product/2edc8b7fcee570026a45c75ca16510b0.256p.jpg
Deepcool CH160,,Mini ITX Desktop,White,,Tempered Glass,19.1,1,https://cdna.pcpartpicker.com/static/forever/images/product/8fdb4c1dc378c0c163d5f29037da4dbe.256p.jpg
Montech AIR 903 MAX,89.99,ATX Mid Tower,White,,Tempered Glass,54.2,2,https://m.media-amazon.com/images/I/519WrOWiOhL.jpg
Fractal Design Define 7,194.99,ATX Mid Tower,Black,,,62.4,6,https://cdna.pcpartpicker.com/static/forever/images/product/0b1d8d06f03a6f582a41419253bab136.256p.jpg
Aerocool Bolt Mini Glass,,MicroATX Mini Tower,Black,,Tempered Glass,,2,https://cdna.pcpartpicker.com/static/forever/images/product/ff9e8377c156eada98cf2cf3cca070db.256p.jpg
MSI MAG FORGE 100R,157.02,ATX Mid Tower,Black,,Tempered Glass,,2,https://cdna.pcpartpicker.com/static/forever/images/product/4145e426378c801cc80da05d9ec6e8bf.256p.jpg
NZXT H7 Flow (2024),109.99,ATX Mid Tower,White,,Tempered Glass,62.1,2,https://cdna.pcpartpicker.com/static/forever/images/product/1adad593d049169c8f3bb35a682a0fab.256p.jpg
FormD T1 V2.1 CNC Anodized,,Mini ITX Desktop,Black,,Mesh,,0,
Fractal Design Meshify 2 XL,219.99,ATX Full Tower,Black,,Tinted Tempered Glass,81.5,6,https://cdna.pcpartpicker.com/static/forever/images/product/1977a3a3f6f1238d12ea2a555be4d7ce.256p.jpg
Corsair 3500X,89.99,ATX Mid Tower,White,,Tempered Glass,55.9,2,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Corsair FRAME 4000D RS ARGB,124.99,ATX Mid Tower,White,,Tempered Glass,56.7,2,https://cdna.pcpartpicker.com/static/forever/images/product/b92de105986e31796925b0c95a335fa0.256p.jpg
MSI MAG FORGE 112R,89.99,ATX Mid Tower,Black,,Tempered Glass,42.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/aefeec218209f404108ca1fb06870d9a.256p.jpg
Lian Li O11 Vision Chrome,164.0,ATX Mid Tower,Black,,Tinted Tempered Glass,67.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/f68bf787cff2da68c4f1dfe73a9981b4.256p.jpg
HAVN HS420 VGPU,299.99,ATX Mid Tower,Black,,Tempered Glass,76.8,5,https://cdna.pcpartpicker.com/static/forever/images/product/2550cc27bf90a9ca28d7ff9b94706d1a.256p.jpg
Corsair iCUE 4000X RGB,86.99,ATX Mid Tower,White,,Tempered Glass,48.6,2,https://cdna.pcpartpicker.com/static/forever/images/product/3a87f7d1da63e23f30f3e4bf032ae7c5.256p.jpg
Asus Prime AP201,79.98,MicroATX Mini Tower,White,,Mesh,33.0,3,https://cdna.pcpartpicker.com/static/forever/images/product/e40d8d2f2651fa6faca4e0a4552f8545.256p.jpg
Lian Li ODYSSEY X,1486.88,ATX Full Tower,Silver / Black,,Tempered Glass,,3,https://cdna.pcpartpicker.com/static/forever/images/product/f68bf787cff2da68c4f1dfe73a9981b4.256p.jpg
Lian Li Vector V100R,94.0,ATX Mid Tower,White,,Tempered Glass,53.2,1,https://cdna.pcpartpicker.com/static/forever/images/product/33c1bd4bd2b68730e185a80a0b6e7750.256p.jpg
Thermaltake The Tower 300,99.99,MicroATX Mini Tower,Black,,Tempered Glass,53.0,3,https://cdna.pcpartpicker.com/static/forever/images/product/19b7bb3f150197acc9dd2ca8652c6837.256p.jpg
Asus TUF Gaming GT502,179.97,ATX Mid Tower,Black,,Tempered Glass,57.2,4,https://cdna.pcpartpicker.com/static/forever/images/product/5deeaf924f2581fd0676d61583a3246a.256p.jpg
Thermaltake The Tower 600,169.99,ATX Mid Tower,Black,,Tempered Glass,66.2,1,https://cdna.pcpartpicker.com/static/forever/images/product/86b3f9fc77c3172a52582729e4bbffc2.256p.jpg
Jonsbo D32 STD,,MicroATX Desktop,Black,,Tempered Glass,25.7,1,https://cdna.pcpartpicker.com/static/forever/images/product/e63f1c68694e1f9fbf7d71f48052a1fe.256p.jpg
Corsair iCUE LINK 3500X RGB,159.99,ATX Mid Tower,Black,,Tempered Glass,55.9,2,https://cdna.pcpartpicker.com/static/forever/images/product/29123db95a7f75db6f39401e4f201ced.256p.jpg
Corsair 3000D RGB AIRFLOW,124.99,ATX Mid Tower,Black,,Tempered Glass,49.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/d7ae0e488baf194dc708e2f09b0e1c1d.256p.jpg
Cooler Master N400,64.99,ATX Mid Tower,Black,,,40.2,7,https://cdna.pcpartpicker.com/static/forever/images/product/ec48e16ee4d6629045cfc4d71c649746.256p.jpg
Asus Prime AP201,83.99,MicroATX Mini Tower,Black,,Tempered Glass,33.0,3,https://cdna.pcpartpicker.com/static/forever/images/product/e40d8d2f2651fa6faca4e0a4552f8545.256p.jpg
Lian Li LANCOOL 216 RGB,105.97,ATX Mid Tower,White,,Tempered Glass,55.6,2,https://cdna.pcpartpicker.com/static/forever/images/product/372a584cebeca5f57266bf0f07e6831c.256p.jpg
NZXT H9 Flow (2025),159.99,ATX Mid Tower,White,,Tempered Glass,76.7,2,https://cdna.pcpartpicker.com/static/forever/images/product/0cda49e883ff1ea3cab69e0808746f27.256p.jpg
Fractal Design Define 7 XL,224.99,ATX Full Tower,Black,,,82.0,6,https://cdna.pcpartpicker.com/static/forever/images/product/b213daae5fc44dd75e3dc1b1ba2767a2.256p.jpg
be quiet! Pure Base 501 Airflow,106.99,ATX Mid Tower,Black,,,48.1,2,https://cdna.pcpartpicker.com/static/forever/images/product/0cfa98e0c05ceb67f807c9307120facd.256p.jpg
Cooler Master N200,59.99,MicroATX Mini Tower,Black,,,33.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/be028a4809ea1a0f53b4238bce0f1a98.256p.jpg
Fractal Design Pop Air,84.99,ATX Mid Tower,Black,,,46.2,2,https://cdna.pcpartpicker.com/static/forever/images/product/1d7438dfe855e147c0e8b3f235453b2b.256p.jpg
BGears b-Vortex-RGB,48.99,ATX Mid Tower,Black,,Tempered Glass,38.3,2,https://cdna.pcpartpicker.com/static/forever/images/product/dfa4f5783baf38a029b75e60cb883d12.256p.jpg
Lian Li LANCOOL 205M MESH,89.99,MicroATX Mini Tower,Black,,Tempered Glass,33.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/f68bf787cff2da68c4f1dfe73a9981b4.256p.jpg
Jonsbo N4,119.99,MicroATX Desktop,Black / Brown,,Mesh,19.6,6,https://cdna.pcpartpicker.com/static/forever/images/product/8ef4b62f391a636cc88e028e6eb95738.256p.jpg
be quiet! Light Base 600 LX,179.9,ATX Mid Tower,Black,,Tempered Glass,59.7,1,https://cdna.pcpartpicker.com/static/forever/images/product/3a9fdcefbfff454ad49ab6667259575e.256p.jpg
BGears b-Pellucid,54.99,MicroATX Mini Tower,Black,,Tinted Tempered Glass,36.6,1,https://cdna.pcpartpicker.com/static/forever/images/product/dfa4f5783baf38a029b75e60cb883d12.256p.jpg
Vetroo AL900,84.99,ATX Mid Tower,Pink,,Tempered Glass,48.1,0,https://m.media-amazon.com/images/I/417rnwwrnVL.jpg
Deepcool MATREXX 30,,MicroATX Mini Tower,Black,,Tempered Glass,29.6,3,https://cdna.pcpartpicker.com/static/forever/images/product/5921b1e072b530264f56e87c6a954f93.256p.jpg
Lian Li O11 Dynamic EVO,,ATX Mid Tower,White / Gray,,Tempered Glass,60.8,6,https://cdna.pcpartpicker.com/static/forever/images/product/1ec7a3be51497aa3abf33c2afcdbf5d0.256p.jpg
Aerocool P500C,,ATX Mid Tower,Black,,Mesh,54.0,2,https://m.media-amazon.com/images/I/41PWheBz1AL.jpg
Phanteks XT PRO ULTRA,81.98,ATX Mid Tower,White,,Tempered Glass,51.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/b799e3113602fc415370943709415190.256p.jpg
Deepcool CG530 4F,,ATX Mid Tower,White,,Tinted Acrylic,50.0,2,https://cdna.pcpartpicker.com/static/forever/images/product/5921b1e072b530264f56e87c6a954f93.256p.jpg
Phanteks Eclipse G400A,,ATX Mid Tower,Black,,Tempered Glass,59.4,2,https://cdna.pcpartpicker.com/static/forever/images/product/cce29382d4d567d05fd6ebbb4dca74e5.256p.jpg
Thermaltake View 380 ARGB,103.99,ATX Mid Tower,Black,,Tinted Tempered Glass,51.6,1,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Fractal Design Pop XL Silent,109.99,ATX Full Tower,Black,,,62.4,3,https://cdna.pcpartpicker.com/static/forever/images/product/5ee026759c2b56319620544efb2ac379.256p.jpg
HYTE Y70 Touch Infinite,419.99,ATX Mid Tower,Red / Black,,Tempered Glass,70.7,2,https://cdna.pcpartpicker.com/static/forever/images/product/48cf06b9156aa9e1b662b35af8eb2a3b.256p.jpg
Corsair iCUE 7000X RGB,359.99,ATX Full Tower,Black,,Tempered Glass,81.8,6,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
SAMA SV01,79.99,ATX Mid Tower,White,,Tempered Glass,43.5,2,https://cdna.pcpartpicker.com/static/forever/images/product/829f788b96eda500a157df203ac861c8.256p.jpg
PC Cooler I100 PRO MESH,101.69,Mini ITX Desktop,Gray,,Mesh,7.5,1,https://m.media-amazon.com/images/I/51mSH9e5cPL.jpg
Montech X3 Mesh,69.98,ATX Mid Tower,White,,Tempered Glass,,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e7790ee9397346b4c023cc04296fb5e.256p.jpg
Cooler Master MasterBox NR200P V2,104.99,Mini ITX Desktop,White,,Mesh,20.1,1,https://cdna.pcpartpicker.com/static/forever/images/product/bf0023fb357f037c354139e56a95aa4d.256p.jpg
Lian Li LANCOOL 217,124.99,ATX Mid Tower,White / Brown,,Tempered Glass,57.7,1,https://cdna.pcpartpicker.com/static/forever/images/product/610e12d560e4933d797d322e677d0066.256p.jpg
Antec C3 ARGB,97.19,ATX Mid Tower,Black,,Tempered Glass,47.9,1,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Thermaltake Versa H16 ARGB,49.99,MicroATX Mini Tower,White,,Tempered Glass,33.0,2,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Deepcool CC360 ARGB,,MicroATX Mini Tower,Black,,Tinted Tempered Glass,38.7,2,https://cdna.pcpartpicker.com/static/forever/images/product/168a450fb85f2a08436623e3818b31af.256p.jpg
NZXT H5 Flow RGB (2023),59.99,ATX Mid Tower,Black,,Tempered Glass,47.0,1,https://cdna.pcpartpicker.com/static/forever/images/product/640e44d6b2b0264413b089545b628d0a.256p.jpg
Lian Li O11 Air Mini,,ATX Mid Tower,Black,,Tempered Glass,44.2,4,https://cdna.pcpartpicker.com/static/forever/images/product/f68bf787cff2da68c4f1dfe73a9981b4.256p.jpg
Fractal Design Focus 2,77.98,ATX Mid Tower,Black,,Tempered Glass,45.8,2,https://cdna.pcpartpicker.com/static/forever/images/product/a75aec0b8270019ecc2a4b4141b11f52.256p.jpg
Asus A31,74.98,ATX Mid Tower,Black,,Tempered Glass,52.9,2,https://cdna.pcpartpicker.com/static/forever/images/product/81b2d6901dbd32e899c91ac89ffa5a65.256p.jpg
Corsair iCUE 5000D RGB AIRFLOW,204.99,ATX Mid Tower,Black,,Tempered Glass,66.2,2,https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
Antec C8 Curve Wood,152.99,ATX Mid Tower,Black / Brown,,Tempered Glass,66.9,1,https://cdna.pcpartpicker.com/static/forever/images/product/47f5f80539aa5e8cc9f4d5ebe8cd1dd2.256p.jpg
Jonsbo NV10,,Mini ITX Desktop,Black / Brown,,Mesh,4.5,0,https://cdna.pcpartpicker.com/static/forever/images/product/76cf9932ea9ceb95c93d25febfbb2036.256p.jpg
Jonsbo C6 MAX,79.99,MicroATX Desktop,Black,,Tempered Glass,20.8,1,https://cdna.pcpartpicker.com/static/forever/images/product/215c842ca05793ec0ea78cc3775c4083.256p.jpg
